X,Y,FID,ICOUNT,Comuna,Año,Clase_Acci,Cód_Comun,Cód_Regi,Región,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Número,Intersecci,Direcci_1,Fallecidos,Graves,Menos_Grav,Leves
-70.719408008972266,-33.462294817451728,329,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060432,LOS PAJARITOS,131060755,VISTA HERMOSA, ,LOS PAJARITOS - VISTA HERMOSA,LOS PAJARITOS @ VISTA HERMOSA,0,0,
-70.719250410877635,-33.421532931499442,330,1,CERRO NAVIA,2016,1,13103,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131030592,SALVADOR GUTIERREZ,131030101,CERRO NAVIA, ,CERRO NAVIA - SALVADOR GUTIERREZ,SALVADOR GUTIERREZ @ CERRO NAVIA,0,0,0,1
-70.719105000395302,-33.430783900356559,331,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131260174,JOSE JOAQUIN PEREZ, , ,6035,- JOSE JOAQUIN PEREZ,6035 JOSE JOAQUIN PEREZ,0,1,0,0
-70.719092499818885,-33.471205099735414,332,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131060012,5 DE ABRIL, , ,100,- 5 DE ABRIL,100 5 DE ABRIL,1,0,0,0
-70.718952963708148,-33.425597479539888,333,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260231,MAPOCHO,131260257,NEPTUNO, ,MAPOCHO - NEPTUNO,MAPOCHO @ NEPTUNO,0,0,1,0
-70.718605403616323,-33.382319113336287,334,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131250376,LO CAMPINO, , ,0,- LO CAMPINO,0 LO CAMPINO,0,0,0,1
-70.718177110485101,-33.508309223491736,335,2,CERRILLOS,2016,1,13102,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131020397,PEDRO AGUIRRE CERDA,131020310,LOS CEIBOS, ,LOS CEIBOS - PEDRO AGUIRRE CERDA,PEDRO AGUIRRE CERDA @ LOS CEIBOS,0,
-70.718169068747386,-33.401592444535538,336,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131280323,JOSE MANUEL BALMACEDA,131280276,GRAL VELASQUEZ, ,GRAL VELASQUEZ - JOSE MANUEL BALMACEDA,JOSE MANUEL BALMACEDA @ GRAL VELASQUEZ,0
-70.717966223062604,-33.421754809536658,337,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260257,NEPTUNO,131260347,SALVADOR GUTIERREZ, ,NEPTUNO - SALVADOR GUTIERREZ,NEPTUNO @ SALVADOR GUTIERREZ,0,0,0,0
-70.717927896654942,-33.429123031502577,338,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131260133,ESPECH,131260166,JANEQUEO, ,ESPECH - JANEQUEO,ESPECH @ JANEQUEO,0,0,0,1
-70.717589200281225,-33.470554200116105,339,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131060011,5 DE ABRIL, , ,5033,- 5 DE ABRIL,5033 5 DE ABRIL,0,1,0,0
-70.717025412592591,-33.472214279365346,340,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131060442,LOS VALLES,131060635,QUEMCHI, ,LOS VALLES - QUEMCHI,LOS VALLES @ QUEMCHI,0,0,0,2
-70.716058600024212,-33.371910400444435,341,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131250363,LAUTARO, , ,840,- LAUTARO,840 LAUTARO,0,0,0,1
-70.715926205429867,-33.443297565530095,342,2,LO PRADO,2016,1,13117,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131170433,STA MARTA,131170415,SAN PABLO, ,SAN PABLO - STA MARTA,STA MARTA @ SAN PABLO,0,0,2,1
-70.715863572145963,-33.415102168230305,343,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260257,NEPTUNO,131260069,CARRASCAL, ,CARRASCAL - NEPTUNO,NEPTUNO @ CARRASCAL,0,0,0,1
-70.715161756509701,-33.428941184987544,344,2,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131260349,SAMUEL IZQUIERDO,131260276,PADRE LORENZO EITING, ,PADRE LORENZO EITING - SAMUEL IZQUIERDO,SAMUEL IZQUIERDO @ PADRE LO
-70.715040162773164,-33.448463108585443,345,1,LO PRADO,2016,1,13117,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131170433,STA MARTA,131170211,LA COMUNA, ,LA COMUNA - STA MARTA,STA MARTA @ LA COMUNA,0,0,0,1
-70.714990619121636,-33.402065219933782,346,2,RENCA,2016,1,13128,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131280323,JOSE MANUEL BALMACEDA,131280364,LAS HIGUERAS, ,JOSE MANUEL BALMACEDA - LAS HIGUERAS,JOSE MANUEL BALMACEDA @ LAS HIGUERAS,2,0,0,0
-70.714754896021475,-33.372286953779742,347,3,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131250634,RAMON ROSALES,131250377,LO CAMPINO, ,LO CAMPINO - RAMON ROSALES,RAMON ROSALES @ LO CAMPINO,0,0,0,4
-70.714282900335434,-33.589404400092867,348,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS, , ,1841,- LIBER BERNARDO O`HIGGINS,1841 LIBER BERNARDO O`HIGGINS,0,1,0,0
-70.71427751969162,-33.411530255316869,349,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131260370,STA EDELMIRA,131260045,BRISAS DEL RIO, ,BRISAS DEL RIO - STA EDELMIRA,STA EDELMIRA @ BRISAS DEL RIO,0,0,0,1
-70.713693967602353,-33.366781917551279,350,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131250482,MANUEL ANTONIO MATTA,131250377,LO CAMPINO, ,LO CAMPINO - MANUEL ANTONIO MATTA,MANUEL ANTONIO MATTA @ LO CAMPINO,0,0,0,1
-70.713433800029691,-33.505097300200092,351,1,CERRILLOS,2016,1,13102,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131020397,PEDRO AGUIRRE CERDA, , ,7525,- PEDRO AGUIRRE CERDA,7525 PEDRO AGUIRRE CERDA,0,1,0,0
-70.713069168107495,-33.441554522922722,352,1,LO PRADO,2016,1,13117,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131170270,LOS COPIHUES,131170320,NECOCHEA, ,LOS COPIHUES - NECOCHEA,LOS COPIHUES @ NECOCHEA,0,0,1,0
-70.712929999819494,-33.333498100356906,353,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,URBANA,4,ACERA O BERMA,131250661,SAN IGNACIO, , ,1050,- SAN IGNACIO,1050 SAN IGNACIO,0,0,0,1
-70.712297500329214,-33.463621249121218,354,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131060662,REY GUSTAVO ADOLFO,131060383,LAS PARCELAS, ,LAS PARCELAS - REY GUSTAVO ADOLFO,REY GUSTAVO ADOLFO @ LAS PARCELAS,0,1,0
-70.71170049977809,-33.441533899669594,355,1,LO PRADO,2016,1,13117,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131170270,LOS COPIHUES, , ,5560,- LOS COPIHUES,5560 LOS COPIHUES,0,1,0,0
-70.711616899700005,-33.402443699616867,356,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131280323,JOSE MANUEL BALMACEDA, , ,4495,- JOSE MANUEL BALMACEDA,4495 JOSE MANUEL BALMACEDA,0,0,0,0
-70.7112610388657,-33.422991859386642,357,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131260347,SALVADOR GUTIERREZ,131260010,ALBERDI, ,ALBERDI - SALVADOR GUTIERREZ,SALVADOR GUTIERREZ @ ALBERDI,0,0,0,1
-70.711142400301355,-33.458826400317939,358,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131060407,LIBER BERNARDO O`HIGGINS, , ,5836,- LIBER BERNARDO O`HIGGINS,5836 LIBER BERNARDO O`HIGGINS,1,0,0,0
-70.711067835711901,-33.467156361776524,359,3,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060019,AEROPUERTO,131060011,5 DE ABRIL, ,5 DE ABRIL - AEROPUERTO,AEROPUERTO @ 5 DE ABRIL,0,1,0,2
-70.710961200398913,-33.332723400064715,360,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131250661,SAN IGNACIO, , ,1001,- SAN IGNACIO,1001 SAN IGNACIO,0,0,0,1
-70.710840600413235,-33.402888099605946,361,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131280323,JOSE MANUEL BALMACEDA, , ,4450,- JOSE MANUEL BALMACEDA,4450 JOSE MANUEL BALMACEDA,0,0,1,0
-70.710623200100429,-33.344434700001273,362,2,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131250559,PDTE EDUARDO FREI MONTALVA, , ,9160,- PDTE EDUARDO FREI MONTALVA,9160 PDTE EDUARDO FREI MONTALVA,0,0,0,2
-70.71025630008802,-33.403064800200191,363,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131280323,JOSE MANUEL BALMACEDA, , ,4420,- JOSE MANUEL BALMACEDA,4420 JOSE MANUEL BALMACEDA,0,0,0,1
-70.710229412157503,-33.427316775548597,364,2,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131260231,MAPOCHO,131260181,JUANA QUINEL, ,JUANA QUINEL - MAPOCHO,MAPOCHO @ JUANA QUINEL,0,0,1,1
-70.709593203863108,-33.404789111727965,365,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131280547,NICANOR FAJARDO,131280220,DOMINGO SANTA MARIA, ,DOMINGO SANTA MARIA - NICANOR FAJARDO,NICANOR FAJARDO @ DOMINGO SANTA MARIA
-70.709050900078807,-33.43620390028962,366,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131260397,VICUNA ROZAS, , ,5302,- VICUNA ROZAS,5302 VICUNA ROZAS,0,0,0,1
-70.708994825550633,-33.409665018225859,367,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131260005,27 DE ABRIL,131260371,STA ELENA, ,27 DE ABRIL - STA ELENA,27 DE ABRIL @ STA ELENA,0,0,0,1
-70.708741699669531,-33.399782299913063,368,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131280500,MANTOS VERDES, , ,4190,- MANTOS VERDES,4190 MANTOS VERDES,0,1,0,0
-70.708652611928358,-33.472384111837123,369,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131060759,YELCHO,131060116,COCHAMO, ,COCHAMO - YELCHO,YELCHO @ COCHAMO,0,1,0,0
-70.708330199578882,-33.26844570040857,370,1,COLINA,2016,1,13301,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133010732,STA INES DE MIRAFLORES, , ,0,- STA INES DE MIRAFLORES,0 STA INES DE MIRAFLORES,0,1,0,0
-70.708015245307195,-33.404477170185096,371,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131280220,DOMINGO SANTA MARIA,131280053,ANIBAL MONTT, ,ANIBAL MONTT - DOMINGO SANTA MARIA,DOMINGO SANTA MARIA @ ANIBAL MONTT,0,
-70.707817399852956,-33.458044199679932,372,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131060407,LIBER BERNARDO O`HIGGINS, , ,5982,- LIBER BERNARDO O`HIGGINS,5982 LIBER BERNARDO O`HIGGINS,0,0,0,2
-70.707693583891626,-33.559394822912566,373,1,SAN BERNARDO,2016,1,13401,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,134010167,CAMILO MORI,134010624,LAS ACACIAS, ,CAMILO MORI - LAS ACACIAS,CAMILO MORI @ LAS ACACIAS,0,0,0,1
-70.707330026659236,-33.441510284371994,374,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260354,SAN PABLO,131260200,LAS REJAS NORTE, ,LAS REJAS NORTE - SAN PABLO,SAN PABLO @ LAS REJAS NORTE,0,0,0,1
-70.707273964721537,-33.497075460863712,375,1,CERRILLOS,2016,1,13102,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131020397,PEDRO AGUIRRE CERDA,131020447,SALOMON SACK, ,PEDRO AGUIRRE CERDA - SALOMON SACK,PEDRO AGUIRRE CERDA @ SALOMON S
-70.706821434861183,-33.463343527681516,376,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131060416,LOS ALERCES, , ,256,- LOS ALERCES,256 LOS ALERCES,0,0,0,1
-70.706574994540233,-33.596167171477653,377,1,SAN BERNARDO,2016,1,13401,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,134011073,SAN JOSE,134010401,EYZAGUIRRE, ,EYZAGUIRRE - SAN JOSE,SAN JOSE @ EYZAGUIRRE,0,0,0,1
-70.706332709087121,-33.441258424736354,378,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131260354,SAN PABLO,131260381,TADEO VARGAS, ,SAN PABLO - TADEO VARGAS,SAN PABLO @ TADEO VARGAS,0,1,0,0
-70.706159752370525,-33.412258361733855,379,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131260212,LO ESPINOZA,131260068,CARMEN LIDIA, ,CARMEN LIDIA - LO ESPINOZA,LO ESPINOZA @ CARMEN LIDIA,0,0,0,2
-70.706072667419505,-33.365623179765748,380,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131250672,SENADOR JAIME GUZMAN,131250482,MANUEL ANTONIO MATTA, ,MANUEL ANTONIO MATTA - SENADOR JAIME GUZMAN,SENADOR JAIME GUZMAN @
-70.705574164216159,-33.457264656538491,381,6,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060388,LAS REJAS NORTE,131060407,LIBER BERNARDO O`HIGGINS, ,LAS REJAS NORTE - LIBER BERNARDO O`HIGGINS,LAS REJA
-70.705511641548867,-33.459314324796097,382,2,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060390,LAS REJAS SUR,131060398,LAS VIOLETAS, ,LAS REJAS SUR - LAS VIOLETAS,LAS REJAS SUR @ LAS VIOLETAS,1,0,0,1
-70.705328400185351,-33.493921700326041,383,1,CERRILLOS,2016,1,13102,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131020397,PEDRO AGUIRRE CERDA, , ,6087,- PEDRO AGUIRRE CERDA,6087 PEDRO AGUIRRE CERDA,1,0,0,0
-70.705257527312881,-33.460261438614339,384,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060390,LAS REJAS SUR,131060435,LOS QUILLAYES, ,LAS REJAS SUR - LOS QUILLAYES,LAS REJAS SUR @ LOS QUILLAYES,1,0,
-70.705092838963196,-33.464518074649277,385,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060390,LAS REJAS SUR,131060011,5 DE ABRIL, ,5 DE ABRIL - LAS REJAS SUR,LAS REJAS SUR @ 5 DE ABRIL,0,0,0,1
-70.704818800247267,-33.331569399907735,386,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131250661,SAN IGNACIO, , ,500,- SAN IGNACIO,500 SAN IGNACIO,0,0,0,2
-70.704688009144149,-33.468772994777744,387,3,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131060390,LAS REJAS SUR,131060666,RIO QUETRO, ,LAS REJAS SUR - RIO QUETRO,LAS REJAS SUR @ RIO QUETRO,0,1,0,2
-70.7045900298059,-33.470412777227779,388,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131060390,LAS REJAS SUR,131060125,COLU, ,COLU - LAS REJAS SUR,LAS REJAS SUR @ COLU,0,2,0,0
-70.704507517008153,-33.434664199792856,389,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260334,RADAL,131260023,ANDES, ,ANDES - RADAL,RADAL @ ANDES,0,1,0,0
-70.70436349957572,-33.445947897277513,390,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131260131,ERNESTO SAMIT,131260267,NVA IMPERIAL, ,ERNESTO SAMIT - NVA IMPERIAL,ERNESTO SAMIT @ NVA IMPERIAL,0,0,0,1
-70.704232971973909,-33.440701131052215,391,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260354,SAN PABLO,131260131,ERNESTO SAMIT, ,ERNESTO SAMIT - SAN PABLO,SAN PABLO @ ERNESTO SAMIT,0,0,0,1
-70.704137891150594,-33.487308126468697,392,1,CERRILLOS,2016,1,13102,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131020408,PILOTO LAZO,131020173,EL PINAR, ,EL PINAR - PILOTO LAZO,PILOTO LAZO @ EL PINAR,0,0,0,1
-70.704104208842011,-33.405434821359741,393,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131280323,JOSE MANUEL BALMACEDA,131280731,SENADOR JAIME GUZMAN, ,JOSE MANUEL BALMACEDA - SENADOR JAIME GUZMAN,JOSE MANUEL BALMA
-70.703992444695416,-33.428473417014409,394,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260231,MAPOCHO,131260334,RADAL, ,MAPOCHO - RADAL,MAPOCHO @ RADAL,0,0,0,1
-70.703832873488182,-33.473528172686876,395,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131060390,LAS REJAS SUR,131060138,COYHAIQUE, ,COYHAIQUE - LAS REJAS SUR,LAS REJAS SUR @ COYHAIQUE,0,0,1,0
-70.703532599749508,-33.411729400291456,396,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131260251,MEZA BELL, , ,2852,- MEZA BELL,2852 MEZA BELL,0,0,0,1
-70.703390864796404,-33.475032108045198,397,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060390,LAS REJAS SUR,131060447,LUIS INFANTE CERDA, ,LAS REJAS SUR - LUIS INFANTE CERDA,LAS REJAS SUR @ LUIS INF
-70.703243500087297,-33.435791400152816,398,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131260051,CALLE 1, , ,1182,- CALLE 1,1182 CALLE 1,0,0,0,1
-70.70303360012042,-33.360809199684638,399,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131250544,PANAMERICANA NORTE, , ,8001,- PANAMERICANA NORTE,8001 PANAMERICANA NORTE,0,1,0,0
-70.702868999904297,-33.310524999628846,400,1,COLINA,2016,1,13301,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133010067,CALETERA GRAL SAN MARTIN, , ,6700,- CALETERA GRAL SAN MARTIN,6700 CALETERA GRAL SAN MARTIN,0,0,0,1
-70.702727284736227,-33.585389624131651,401,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132011316,JOSE MANUEL BALMACEDA,132011048,EYZAGUIRRE, ,EYZAGUIRRE - JOSE MANUEL BALMACEDA,JOSE MANUEL BALMACEDA @ EYZAG
-70.65721726976102,-33.415597468048517,402,1,INDEPENDENCIA,2016,1,13108,13,REGION METROPOLITANA,URBANA,2,TRAMO DE VIA CURVA HORIZONTAL,131080174,INDEPENDENCIA,131080117,DOMINGO SANTA MARIA, ,DOMINGO SANTA MARIA - INDEPENDENCIA,INDEPENDENCIA @ DOMINGO SANT
-70.65718184366699,-33.422265360058184,403,1,INDEPENDENCIA,2016,1,13108,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131080099,COLON,131080233,MARURI, ,COLON - MARURI,COLON @ MARURI,0,1,0,0
-70.657078107768314,-33.452014351480962,404,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,4,ACERA O BERMA,131010169,DIECIOCHO, , ,402,- DIECIOCHO,402 DIECIOCHO,1,0,0,0
-70.657062457766074,-33.452089522213491,405,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,4,ACERA O BERMA,131010169,DIECIOCHO, , ,406,- DIECIOCHO,406 DIECIOCHO,0,1,0,0
-70.65704380043087,-33.446698900433788,406,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131010580,SAN IGNACIO DE LOYOLA, , ,78,- SAN IGNACIO DE LOYOLA,78 SAN IGNACIO DE LOYOLA,0,0,0,1
-70.656914899702713,-33.51179950044645,407,1,SAN MIGUEL,2016,1,13130,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131300112,GRAN AVDA JOSE MIGUEL CARRERA, , ,6150,- GRAN AVDA JOSE MIGUEL CARRERA,6150 GRAN AVDA JOSE MIGUEL CARRERA,0,0,0,1
-70.656881906274805,-33.437961135098142,408,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010042,AMUNATEGUI,131010115,CATEDRAL, ,AMUNATEGUI - CATEDRAL,AMUNATEGUI @ CATEDRAL,0,0,1,0
-70.656881151743619,-33.376625327396752,409,1,RECOLETA,2016,1,13127,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131270241,EL GUANACO,131270046,AMERICO VESPUCIO, ,AMERICO VESPUCIO - EL GUANACO,EL GUANACO @ AMERICO VESPUCIO,0,0,0,1
-70.656671300340065,-33.423895900175509,410,1,INDEPENDENCIA,2016,1,13108,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131080233,MARURI, , ,639,- MARURI,639 MARURI,0,1,0,0
-70.65661123821792,-33.454509066340158,411,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010002,10 DE JULIO HUAMACHUCO,131010169,DIECIOCHO, ,10 DE JULIO HUAMACHUCO - DIECIOCHO,10 DE JULIO HUAMACHUCO @ DIECIOCH
-70.656478977622555,-33.508993889955882,412,1,SAN MIGUEL,2016,1,13130,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131300112,GRAN AVDA JOSE MIGUEL CARRERA,131300303,VARAS MENA, ,GRAN AVDA JOSE MIGUEL CARRERA - VARAS MENA,GRAN AVDA JOSE MIGUEL CARRE
-70.656421346367893,-33.460436211062138,413,2,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131010385,MANUEL ANTONIO MATTA,131010671,VIEL, ,MANUEL ANTONIO MATTA - VIEL,MANUEL ANTONIO MATTA @ VIEL,0,0,0,1
-70.656412934109483,-33.417658586474445,414,2,INDEPENDENCIA,2016,1,13108,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131080174,INDEPENDENCIA,131080284,PROFE ALBERTO ZANARTU, ,INDEPENDENCIA - PROFE ALBERTO ZANARTU,INDEPENDENCIA @ PROFE
-70.656380000036847,-33.418714100075476,415,2,INDEPENDENCIA,2016,1,13108,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131080174,INDEPENDENCIA, , ,1038,- INDEPENDENCIA,1038 INDEPENDENCIA,0,2,0,0
-70.656044183292295,-33.507520726700022,416,3,SAN MIGUEL,2016,1,13130,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131300304,VARGAS BUSTON,131300112,GRAN AVDA JOSE MIGUEL CARRERA, ,GRAN AVDA JOSE MIGUEL CARRERA - VARGAS BUSTON,VARGAS BUSTON @ G
-70.655963800089125,-33.523012299877557,417,1,LA CISTERNA,2016,1,13109,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131090141,FERNANDO RIOJA, , ,367,- FERNANDO RIOJA,367 FERNANDO RIOJA,0,0,0,1
-70.655928900098502,-33.473214599773826,418,1,SANTIAGO,2016,1,13101,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131010671,VIEL, , ,3200,- VIEL,3200 VIEL,0,2,0,0
-70.655835202432513,-33.42051657797753,419,4,INDEPENDENCIA,2016,1,13108,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131080315,SANTOS DUMONT,131080174,INDEPENDENCIA, ,INDEPENDENCIA - SANTOS DUMONT,SANTOS DUMONT @ INDEPENDENCIA,0,1,0,3
