X,Y,FID,ICOUNT,Año,Cód_Comuna,Comuna,Cód_Región,Región,Calle_Uno,Calle_Dos,Número,Dirección,Fallecidos,Graves,Menos_Grav,Leves,Accidentes
-70.652712929857785,-33.535709320628619,408,1,2013,13109,LA CISTERNA,13,REGION METROPOLITANA,ECUADOR,VICTORIA,0,ECUADOR / VICTORIA,0,0,0,0,1
-70.65101972857758,-33.540291883563569,409,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,CERRO NEGRO,OSSA,0,CERRO NEGRO / OSSA,0,0,0,0,1
-70.650558596701842,-33.537749838284348,410,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,BOLIVIA, ,1265,BOLIVIA 1265,0,0,0,1,1
-70.650126032690196,-33.536239237151051,411,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,ECUADOR,LA GRANJA,0,ECUADOR / LA GRANJA,0,0,0,0,1
-70.66355877171992,-33.534736697540502,412,1,2013,13109,LA CISTERNA,13,REGION METROPOLITANA,GRAN AVENIDA JOSE MIGUEL CARRERA,MADAME ADRIANA BOLLAND,0,GRAN AVENIDA JOSE MIGUEL CARRERA / MADAME ADRIANA BOLLAND,0,0,1,0,1
-70.663379867786603,-33.533999204899331,413,1,2013,13109,LA CISTERNA,13,REGION METROPOLITANA,GRAN AVENIDA JOSE MIGUEL CARRERA,MERCURIO,0,GRAN AVENIDA JOSE MIGUEL CARRERA / MERCURIO,1,0,0,0,1
-70.66329520021327,-33.533805499923865,414,1,2013,13109,LA CISTERNA,13,REGION METROPOLITANA,GRAN AVENIDA JOSE MIGUEL CARRERA, ,8552,GRAN AVENIDA JOSE MIGUEL CARRERA 8552,0,0,0,1,1
-70.66324239202271,-33.53327022344201,415,1,2013,13109,LA CISTERNA,13,REGION METROPOLITANA,GRAN AVENIDA JOSE MIGUEL CARRERA,LAS BRISAS,0,GRAN AVENIDA JOSE MIGUEL CARRERA / LAS BRISAS,0,0,0,0,1
-70.662227800272717,-33.529890199772851,416,1,2013,13109,LA CISTERNA,13,REGION METROPOLITANA,GRAN AVENIDA JOSE MIGUEL CARRERA, ,8232,GRAN AVENIDA JOSE MIGUEL CARRERA 8232,0,0,0,1,1
-70.661919672754664,-33.528331527178175,417,1,2013,13109,LA CISTERNA,13,REGION METROPOLITANA,GRAN AVENIDA JOSE MIGUEL CARRERA,SAN SIMON,0,GRAN AVENIDA JOSE MIGUEL CARRERA / SAN SIMON,0,1,0,0,1
-70.661437378931851,-33.526524522988325,418,3,2013,13109,LA CISTERNA,13,REGION METROPOLITANA,GRAN AVENIDA JOSE MIGUEL CARRERA,EL PARRON,0,GRAN AVENIDA JOSE MIGUEL CARRERA / EL PARRON,0,0,0,2,3
-70.658064789058756,-33.527045013716354,419,1,2013,13109,LA CISTERNA,13,REGION METROPOLITANA,EL PARRON,EULOGIO ALTAMIRANO,0,EL PARRON / EULOGIO ALTAMIRANO,0,0,0,1,1
-70.653952629110506,-33.533964801334491,420,1,2013,13109,LA CISTERNA,13,REGION METROPOLITANA,BRASIL, ,805,BRASIL 805,0,1,0,0,1
-70.651034950502549,-33.52819947432625,421,1,2013,13109,LA CISTERNA,13,REGION METROPOLITANA,EL PARRON, ,939,EL PARRON 939,0,1,0,0,1
-70.644631018506686,-33.542357997723393,422,2,2013,13131,SAN RAMON,13,REGION METROPOLITANA,OSSA, ,9761,OSSA 9761,0,1,0,1,2
-70.643646615199089,-33.539031435152587,423,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,BOLIVIA, ,1761,BOLIVIA 1761,0,1,0,1,1
-70.642666639253946,-33.539128669852182,424,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,CARLOS DAVILA, ,8652,CARLOS DAVILA 8652,0,0,0,1,1
-70.63678659472555,-33.544228139716857,425,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,GENERAL BARCELO LIRA,PEDRO AGUIRRE CERDA,0,GENERAL BARCELO LIRA / PEDRO AGUIRRE CERDA,0,0,0,1,1
-70.636685289694299,-33.542332783431185,426,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,AMERICO VESPUCIO,PEDRO AGUIRRE CERDA,0,AMERICO VESPUCIO / PEDRO AGUIRRE CERDA,0,0,0,2,1
-70.634693294959561,-33.54208916158553,427,2,2013,13131,SAN RAMON,13,REGION METROPOLITANA,SANTA ROSA,AMERICO VESPUCIO,0,SANTA ROSA / AMERICO VESPUCIO,0,0,0,1,2
-70.634537111498446,-33.537294901838202,428,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA,SAN GREGORIO,0,SANTA ROSA / SAN GREGORIO,0,0,0,2,1
-70.634241728273082,-33.540467871894755,429,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA,SARGENTO ALDEA,0,SANTA ROSA / SARGENTO ALDEA,0,1,0,1,1
-70.633912115951375,-33.542173755414396,430,8,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA,AMERICO VESPUCIO,0,SANTA ROSA / AMERICO VESPUCIO,0,4,0,5,8
-70.646378799641866,-33.532634499882192,431,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,ISMAEL TOCORNAL, ,8119,ISMAEL TOCORNAL 8119,0,0,0,0,1
-70.646237901957591,-33.526490383824139,432,2,2013,13131,SAN RAMON,13,REGION METROPOLITANA,ELIAS FERNANDEZ ALBANO,LOS TILOS,0,ELIAS FERNANDEZ ALBANO / LOS TILOS,0,0,0,1,2
-70.643936699618962,-33.525599599941543,433,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,ALVEAR, ,7531,ALVEAR 7531,0,0,0,0,1
-70.642732516392471,-33.529413735355561,434,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,EL PARRON,JUAN LUIS SANFUENTES,0,EL PARRON / JUAN LUIS SANFUENTES,0,0,0,1,1
-70.641482480332172,-33.527427792158853,435,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,ELIAS FERNANDEZ ALBANO,RIVADAVIA,0,ELIAS FERNANDEZ ALBANO / RIVADAVIA,0,0,0,1,1
-70.641176050734089,-33.533375308323798,436,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,URUGUAY,CARLOS DAVILA,0,URUGUAY / CARLOS DAVILA,0,0,0,1,1
-70.635860957617069,-33.525508128996933,437,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,SANTA ROSA,SANTA ANA,0,SANTA ROSA / SANTA ANA,0,0,0,1,1
-70.635838784832004,-33.526146063090323,438,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,SANTA ROSA,LOS PRUNOS,0,SANTA ROSA / LOS PRUNOS,0,0,0,0,1
-70.634786346912335,-33.532891662819971,439,2,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA,TOME,0,SANTA ROSA / TOME,0,0,2,0,2
-70.631553793172998,-33.556219204352757,440,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,SANTA ROSA,SARGENTO CANDELARIA,0,SANTA ROSA / SARGENTO CANDELARIA,0,0,0,1,1
-70.631100774980723,-33.558038885386225,441,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,SANTA ROSA, ,10331,SANTA ROSA 10331,0,1,0,0,1
-70.630995448181352,-33.558190033543163,442,2,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA, ,10098,SANTA ROSA 10098,0,1,0,1,2
-70.630725058914322,-33.560895724857751,443,1,2013,13112,LA PINTANA,13,REGION METROPOLITANA,SANTA ROSA, ,10934,SANTA ROSA 10934,1,0,0,0,1
-70.63072130514405,-33.559778806446722,444,4,2013,13112,LA PINTANA,13,REGION METROPOLITANA,SANTA ROSA,SANTO TOMAS,0,SANTA ROSA / SANTO TOMAS,1,2,0,2,4
-70.623581528065017,-33.558204321971871,445,2,2013,13112,LA PINTANA,13,REGION METROPOLITANA,SANTO TOMAS,JOAQUIN EDWARDS BELLO,0,SANTO TOMAS / JOAQUIN EDWARDS BELLO,0,0,0,3,2
-70.618297501128723,-33.555265968849326,446,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,LOS PENSAMIENTOS,SAN JOSE DE LA ESTRELLA,0,LOS PENSAMIENTOS / SAN JOSE DE LA ESTRELLA,0,0,0,2,1
-70.617930010261716,-33.563030897058191,447,1,2013,13112,LA PINTANA,13,REGION METROPOLITANA,LAS PARCELAS,SAN MIGUEL,0,LAS PARCELAS / SAN MIGUEL,0,1,0,0,1
-70.632508842608956,-33.551458072931659,448,3,2013,13131,SAN RAMON,13,REGION METROPOLITANA,SANTA ROSA,RIQUELME,0,SANTA ROSA / RIQUELME,0,2,0,1,3
-70.632042797736915,-33.553101500333945,449,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA,JOSE SANTOS GONZALEZ VERA,0,SANTA ROSA / JOSE SANTOS GONZALEZ VERA,0,2,0,0,1
-70.631976998839377,-33.553868903527011,450,2,2013,13131,SAN RAMON,13,REGION METROPOLITANA,SANTA ROSA,ESPERANZA,0,SANTA ROSA / ESPERANZA,0,0,0,1,2
-70.629234929948041,-33.551055293566897,451,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SOFIA EASTMAN DE HUNNEUS,CANTO GENERAL,0,SOFIA EASTMAN DE HUNNEUS / CANTO GENERAL,0,0,0,1,1
-70.628724196864141,-33.553271460509464,452,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,BENJAMIN SUBERCASEAUX,SOFIA EASTMAN DE HUNNEUS,0,BENJAMIN SUBERCASEAUX / SOFIA EASTMAN DE HUNNEUS,0,0,0,1,1
-70.633455685731292,-33.54528134655687,453,2,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA,ALBORADA,0,SANTA ROSA / ALBORADA,0,0,1,1,2
-70.63336639923989,-33.546971976675373,454,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA, ,9413,SANTA ROSA 9413,1,0,0,0,1
-70.633292555007358,-33.547574473882825,455,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA,SAN MARTIN,0,SANTA ROSA / SAN MARTIN,0,0,1,0,1
-70.633240943814485,-33.547655596328646,456,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA, ,9478,SANTA ROSA 9478,1,0,0,0,1
-70.629965697458942,-33.54773096131477,457,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,PADRE IGNACIO GATICA, ,293,PADRE IGNACIO GATICA 293,0,0,0,1,1
-70.629902265577073,-33.547245992908202,458,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SOFIA EASTMAN DE HUNNEUS, ,438,SOFIA EASTMAN DE HUNNEUS 438,0,0,0,1,1
-70.629476499540772,-33.549293574738627,459,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,LAS UVAS Y EL VIENTO,SOFIA EASTMAN DE HUNNEUS,0,LAS UVAS Y EL VIENTO / SOFIA EASTMAN DE HUNNEUS,0,0,0,1,1
-70.627398868662794,-33.546890514285735,460,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,DIAGONAL SUR ORIENTE,VICUNA MACKENNA,0,DIAGONAL SUR ORIENTE / VICUNA MACKENNA,0,0,0,1,1
-70.625184828616909,-33.549652109257416,461,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,JOAQUIN EDWARDS BELLO,MANUEL PLAZA,0,JOAQUIN EDWARDS BELLO / MANUEL PLAZA,0,0,0,1,1
-70.625041625970198,-33.55056031390734,462,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,JOAQUIN EDWARDS BELLO,CANTO GENERAL,0,JOAQUIN EDWARDS BELLO / CANTO GENERAL,0,0,1,0,1
-70.617499448140961,-33.545887338529788,463,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,MANUEL RODRIGUEZ, ,664,MANUEL RODRIGUEZ 664,0,0,1,0,1
-70.617421448141272,-33.552202220555998,464,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,LA SERENA,PEDRO LIRA,0,LA SERENA / PEDRO LIRA,0,0,0,1,1
-70.616618572988727,-33.563200787985913,465,1,2013,13112,LA PINTANA,13,REGION METROPOLITANA,RIO LOS MUELLES, ,10984,RIO LOS MUELLES 10984,0,0,0,1,1
-70.61524359681448,-33.545304701051073,466,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,CORONEL,TRICOLOR,0,CORONEL / TRICOLOR,0,0,0,1,1
-70.614390695973782,-33.549461302796828,467,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,RIO BLANCO, ,1085,RIO BLANCO 1085,0,1,0,0,1
-70.613632158297435,-33.54972207921054,468,1,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,BAHIA CATALINA,MAQUEHUE,0,BAHIA CATALINA / MAQUEHUE,0,0,0,1,1
-70.612717949773526,-33.554067187850428,469,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,BAHIA CATALINA,SAN JOSE DE LA ESTRELLA,0,BAHIA CATALINA / SAN JOSE DE LA ESTRELLA,0,0,0,1,1
-70.612214770994854,-33.559971664260843,470,1,2013,13112,LA PINTANA,13,REGION METROPOLITANA,GENERAL ARRIAGADA,LAS FLAUTAS,0,GENERAL ARRIAGADA / LAS FLAUTAS,0,0,0,1,1
-70.611914228358899,-33.550456491673671,471,1,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,JOSE MIGUEL CARRERA, ,124,JOSE MIGUEL CARRERA 124,0,0,0,1,1
-70.611088687592826,-33.559751363634476,472,1,2013,13112,LA PINTANA,13,REGION METROPOLITANA,BAHIA CATALINA,GENERAL ARRIAGADA,0,BAHIA CATALINA / GENERAL ARRIAGADA,0,1,0,0,1
-70.610887339279259,-33.546655580790407,473,1,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,TRINIDAD,PUNTA ARENAS,0,TRINIDAD / PUNTA ARENAS,0,0,1,0,1
-70.610466185865732,-33.561965243601108,474,1,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,BAHIA CATALINA,SAN MIGUEL,0,BAHIA CATALINA / SAN MIGUEL,0,0,0,1,1
-70.608468606341091,-33.546718596286169,475,1,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,CALLE 1,TRINIDAD,0,CALLE 1 / TRINIDAD,0,1,0,0,1
-70.608159087571778,-33.559456289775895,476,1,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,GENERAL ARRIAGADA,TURQUESA,0,GENERAL ARRIAGADA / TURQUESA,0,0,0,1,1
-70.601839925671982,-33.553937936386617,477,2,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,SAN JOSE DE LA ESTRELLA,SANTA RAQUEL,0,SAN JOSE DE LA ESTRELLA / SANTA RAQUEL,0,0,0,2,2
-70.601144372914462,-33.558708539467496,478,1,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,SANTA RAQUEL,GENERAL ARRIAGADA,0,SANTA RAQUEL / GENERAL ARRIAGADA,0,0,0,1,1
-70.629019797725448,-33.537530889339074,479,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SAN GREGORIO,LOS VILOS,0,SAN GREGORIO / LOS VILOS,0,0,0,1,1
-70.625089899779027,-33.537689599895074,480,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SAN GREGORIO, ,395,SAN GREGORIO 395,0,0,1,0,1
-70.624539188232916,-33.53765289676376,481,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SAN GREGORIO,EL TABO,0,SAN GREGORIO / EL TABO,0,0,0,4,1
-70.623730035812457,-33.529565180288785,482,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,LA SERENA,COMBARBALA,0,LA SERENA / COMBARBALA,0,0,0,1,1
-70.622949868541582,-33.532053076488246,483,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,TOME,LA SERENA,0,TOME / LA SERENA,0,0,0,0,1
-70.622291788735026,-33.533633197913744,484,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,LA SERENA,VALDIVIA,0,LA SERENA / VALDIVIA,0,1,0,0,1
-70.621486909892951,-33.535618729220914,485,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,PADRE JUAN MEYER,LA SERENA,0,PADRE JUAN MEYER / LA SERENA,0,0,0,1,1
-70.620689840763475,-33.527134025914513,486,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,LINARES,PARRAL,0,LINARES / PARRAL,0,0,0,1,1
-70.62061115458107,-33.537845089079553,487,2,2013,13111,LA GRANJA,13,REGION METROPOLITANA,LA SERENA,SAN GREGORIO,0,LA SERENA / SAN GREGORIO,1,0,0,1,2
-70.62019548523341,-33.53185701528902,488,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,2 ORIENTE,TOME,0,2 ORIENTE / TOME,0,0,0,1,1
-70.61707807079631,-33.526824325482202,489,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,CORONEL, ,7812,CORONEL 7812,0,0,0,1,1
-70.616769904607395,-33.528521142037064,490,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,CORONEL, ,7876,CORONEL 7876,0,1,0,0,1
-70.616693840848029,-33.535275585699672,491,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,CORONEL,PADRE JUAN MEYER,0,CORONEL / PADRE JUAN MEYER,0,0,0,1,1
-70.616263664536461,-33.539409802420387,492,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,CORONEL,2 SUR,0,CORONEL / 2 SUR,0,1,0,1,1
-70.615696157251818,-33.531537040102265,493,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,TOME,5 ORIENTE,0,TOME / 5 ORIENTE,0,0,0,1,1
-70.615329000932604,-33.543984119471482,494,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,CORONEL,ISLA DE PASCUA,0,CORONEL / ISLA DE PASCUA,0,0,0,1,1
-70.612636651060541,-33.538816999904562,495,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,OSORNO,7 ORIENTE,0,OSORNO / 7 ORIENTE,0,0,0,1,1
-70.610067293370832,-33.534796236257257,496,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,PUNTA ARENAS,PADRE JUAN MEYER,0,PUNTA ARENAS / PADRE JUAN MEYER,0,0,1,0,1
-70.609827891144221,-33.528422213913977,497,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,PUNTA ARENAS,COMBARBALA,0,PUNTA ARENAS / COMBARBALA,0,0,0,1,1
-70.605387900431197,-33.531462399969719,498,1,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,AMERICO VESPUCIO, ,8264,AMERICO VESPUCIO 8264,0,0,0,1,1
-70.660361953441338,-33.522780784705382,499,1,2013,13109,LA CISTERNA,13,REGION METROPOLITANA,LA BLANCA,GRAN AVENIDA JOSE MIGUEL CARRERA,0,LA BLANCA / GRAN AVENIDA JOSE MIGUEL CARRERA,0,1,0,0,1
-70.659754008140908,-33.520608287942089,500,3,2013,13109,LA CISTERNA,13,REGION METROPOLITANA,GENERAL FREIRE,GRAN AVENIDA JOSE MIGUEL CARRERA,0,GENERAL FREIRE / GRAN AVENIDA JOSE MIGUEL CARRERA,0,2,0,2,3
-70.646199394786208,-33.405172082625469,501,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,EINSTEIN,LA COLONIA,0,EINSTEIN / LA COLONIA,0,0,0,1,1
-70.643190345058315,-33.406471099361696,502,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,RECOLETA,EINSTEIN,0,RECOLETA / EINSTEIN,0,0,0,1,1
-70.642742197594316,-33.396988428273296,503,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,DORSAL,RECOLETA,0,DORSAL / RECOLETA,1,0,0,0,1
-70.642643452033667,-33.393946691786354,504,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,RECOLETA, ,3393,RECOLETA 3393,0,0,0,1,1
-70.642629693305651,-33.394050231632846,505,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,RECOLETA, ,2763,RECOLETA 2763,0,0,0,0,1
-70.641631649081319,-33.401100836434416,506,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,MUNOZ GAMERO, ,555,MUNOZ GAMERO 555,0,0,0,1,1
-70.632487730124581,-33.395979787337289,507,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,SANTA ANA,MONTE AGUILA,0,SANTA ANA / MONTE AGUILA,0,1,0,0,1
-70.631994242440271,-33.40393428274092,508,2,2013,13127,RECOLETA,13,REGION METROPOLITANA,EL SALTO,VICTOR CUCCUINI,0,EL SALTO / VICTOR CUCCUINI,0,0,0,0,2
-70.630977440156698,-33.397325343989394,509,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,SAN JOSE,ORTIZ DE ROZAS,0,SAN JOSE / ORTIZ DE ROZAS,0,0,0,0,1
-70.630660465108349,-33.402005055289031,510,2,2013,13127,RECOLETA,13,REGION METROPOLITANA,EL SALTO, ,2686,EL SALTO 2686,0,1,0,2,2
-70.625007858226013,-33.394376146841637,511,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,AMERICO VESPUCIO,EL SALTO,0,AMERICO VESPUCIO / EL SALTO,0,1,0,0,1
-70.62411279986577,-33.411588200435069,512,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,POETA WHITMAN, ,1476,POETA WHITMAN 1476,0,0,0,0,1
-70.619750556442966,-33.393075099436253,513,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,DEL PARQUE,DEL VALLE,0,DEL PARQUE / DEL VALLE,0,0,0,1,1
-70.618208377414646,-33.421451330614403,514,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,LOS CONQUISTADORES, ,1810,LOS CONQUISTADORES 1810,0,1,0,0,1
-70.616772948812525,-33.421317579842366,515,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,CARLOS CASANUEVA,SANTA MARIA,0,CARLOS CASANUEVA / SANTA MARIA,0,0,0,1,1
-70.615560955873377,-33.419225245048963,516,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,LOS CONQUISTADORES,PEDRO DE VALDIVIA NORTE,0,LOS CONQUISTADORES / PEDRO DE VALDIVIA NORTE,0,0,0,1,1
-70.614165010206989,-33.421905000815123,517,2,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,PEDRO DE VALDIVIA,ANDRES BELLO,0,PEDRO DE VALDIVIA / ANDRES BELLO,0,0,0,2,2
-70.613919952144045,-33.422059278612778,518,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,PEDRO DE VALDIVIA, ,195,PEDRO DE VALDIVIA 195,0,1,0,0,1
-70.611220303374239,-33.420264712946121,519,2,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,NUEVA DE LYON,ANDRES BELLO,0,NUEVA DE LYON / ANDRES BELLO,0,0,0,2,2
-70.609851866170629,-33.421815598311198,520,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,PROVIDENCIA,RICARDO LYON,0,PROVIDENCIA / RICARDO LYON,0,0,0,1,1
-70.609099899840487,-33.421365900415957,521,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,PROVIDENCIA, ,2239,PROVIDENCIA 2239,0,0,0,1,1
-70.608111587179962,-33.42075597390901,522,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,PROVIDENCIA,SUECIA,0,PROVIDENCIA / SUECIA,0,0,0,1,1
-70.646701915261133,-33.376483676980065,523,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,RAFAEL FRONTAURA,JUAN CRISTOBAL,0,RAFAEL FRONTAURA / JUAN CRISTOBAL,0,0,0,1,1
-70.64453592059624,-33.38121847894962,524,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,PRINCIPAL,AMERICO VESPUCIO,0,PRINCIPAL / AMERICO VESPUCIO,0,1,0,0,1
-70.644323092436707,-33.37456956803112,525,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,RIO CACHAPOAL, ,5435,RIO CACHAPOAL 5435,0,1,0,0,1
-70.641433728983372,-33.385389785510135,526,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,RECOLETA, ,1884,RECOLETA 1884,1,2,0,0,1
-70.641336971823762,-33.38516291443694,527,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,RECOLETA, ,464,RECOLETA 464,0,0,0,1,1
-70.64089390822727,-33.383244540902822,528,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,RECOLETA,AMERICO VESPUCIO,0,RECOLETA / AMERICO VESPUCIO,1,1,0,0,1
-70.640288115004466,-33.374710834437408,529,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,RECOLETA,CARLOS AGUIRRE LUCO,0,RECOLETA / CARLOS AGUIRRE LUCO,0,0,0,1,1
-70.637099899640589,-33.374879184826447,530,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,PREMIO NOBEL,RECOLETA,0,PREMIO NOBEL / RECOLETA,0,0,0,1,1
-70.634772184388737,-33.369156149336796,531,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,RECOLETA,DEL PINCOY,0,RECOLETA / DEL PINCOY,0,0,0,1,1
-70.634732188839394,-33.374486537223838,532,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,PREMIO NOBEL,CAMINO AL BOSQUE DE SANTIAGO,0,PREMIO NOBEL / CAMINO AL BOSQUE DE SANTIAGO,0,0,0,1,1
-70.634521900365371,-33.3685405004437,533,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,RECOLETA, ,5908,RECOLETA 5908,0,0,0,1,1
-70.633333503838116,-33.378833772760338,534,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,PRESIDENTE SALVADOR ALLENDE,EL LINO,0,PRESIDENTE SALVADOR ALLENDE / EL LINO,0,1,0,0,1
-70.633042903207354,-33.365012414191554,535,2,2013,13107,HUECHURABA,13,REGION METROPOLITANA,RECOLETA,LOA NOGALES,0,RECOLETA / LOA NOGALES,0,0,0,2,2
-70.630855593710635,-33.359769677828353,536,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,RECOLETA, ,5640,RECOLETA 5640,0,0,0,1,1
-70.629637084283956,-33.376366242607972,537,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,CAMINO AL BOSQUE DE SANTIAGO,REPUBLICA DE ZAMBIA,0,CAMINO AL BOSQUE DE SANTIAGO / REPUBLICA DE ZAMBIA,0,0,0,1,1
-70.628031327683573,-33.374989468688973,538,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,REPUBLICA YUGOSLAVIA,LAS PETUNIAS,0,REPUBLICA YUGOSLAVIA / LAS PETUNIAS,0,0,1,0,1
-70.620957874706107,-33.38095205839074,539,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,CAMINO AL BOSQUE DE SANTIAGO,LAS MUTILLAS,0,CAMINO AL BOSQUE DE SANTIAGO / LAS MUTILLAS,0,1,0,0,1
-70.607634175776525,-33.421402472246271,540,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,SUECIA,11 DE SEPTIEMBRE,0,SUECIA / 11 DE SEPTIEMBRE,0,0,0,1,1
-70.606142695129222,-33.419853706583233,541,2,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,PROVIDENCIA,LOS LEONES,0,PROVIDENCIA / LOS LEONES,0,1,1,0,2
-70.605268177284529,-33.421497403782126,542,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,LOS LEONES,SAN PIO X,0,LOS LEONES / SAN PIO X,0,0,0,1,1
-70.604964741529557,-33.417760169396274,543,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,11 DE SEPTIEMBRE,HOLANDA,0,11 DE SEPTIEMBRE / HOLANDA,0,0,0,1,1
